10000,2
50000,4
100000,8
250000,22
500000,44
10000000,1104
25000000,2908
40000000,4784
50000000,5987
75000000,9204
100000000,12318
10000,1
50000,4
100000,10
250000,22
500000,49
10000000,1100
25000000,2889
40000000,4688
50000000,5903
75000000,9078
100000000,12323
10000,1
50000,4
100000,8
250000,21
500000,45
10000000,1101
25000000,2815
40000000,4732
50000000,5936
75000000,9206
100000000,12463
10000,0
50000,4
100000,8
250000,21
500000,48
10000000,1100
25000000,2924
40000000,4712
50000000,5951
75000000,9106
100000000,12355
10000,1
50000,4
100000,8
250000,21
500000,45
10000000,1103
25000000,2883
40000000,4730
50000000,5967
75000000,9069
100000000,12284
10000,1
50000,4
100000,8
250000,21
500000,48
10000000,1101
25000000,2883
40000000,4730
50000000,5953
75000000,9104
100000000,12355
10000,1
50000,4
100000,8
250000,21
500000,44
10000000,1088
25000000,2881
40000000,4705
50000000,5998
75000000,9122
100000000,12840
10000,1
50000,4
100000,8
250000,21
500000,45
10000000,1079
25000000,2897
40000000,4690
50000000,5891
75000000,9149
100000000,12396
10000,0
50000,3
100000,8
250000,22
500000,45
10000000,1082
25000000,2869
40000000,4719
50000000,5986
75000000,9095
100000000,12302
10000,1
50000,4
100000,7
250000,22
500000,47
10000000,1096
25000000,2866
40000000,4715
50000000,6022
75000000,9181
100000000,12257
10000,0
50000,4
100000,8
250000,22
500000,44
10000000,1112
25000000,2935
40000000,4777
50000000,5997
75000000,9222
100000000,12376
